week,search_query,search_query_score,search_quey_volume,imp_total_count,imp_ASIN_count,imp_ASIN_share,clk_total_count,clk_click_rate,clk_ASIN_count,clk_ASIN_share,cart_total_count,cart_add_rate,cart_ASIN_count,cart_ASIN_share,pur_total_count,pur_purchase_rate,pur_ASIN_count,pur_ASIN_share
Week 40,toys for autism,8,807,19050,265,0.0139,187,0.2317,8,0.0428,48,0.0595,4,0.0833,12,0.0149,2,0.1667
Week 40,autistic toys for boys 5-7,9,1561,34273,477,0.0139,418,0.2678,6,0.0144,124,0.0794,3,0.0242,25,0.016,2,0.08
Week 40,fidget toys for adults,10,67691,1539910,695,0.0005,21214,0.3134,3,0.0001,4026,0.0595,1,0.0002,856,0.0126,1,0.0012
Week 40,sensory chew toys,11,1233,26781,191,0.0071,386,0.3131,4,0.0104,160,0.1298,2,0.0125,57,0.0462,1,0.0175
Week 40,autism sensory products,12,5485,118275,808,0.0068,1526,0.2782,5,0.0033,427,0.0778,2,0.0047,46,0.0084,0,0
Week 40,bunmo sensory toys - calming textured silly stretchy strings,13,25,824,45,0.0546,14,0.56,3,0.2143,12,0.48,2,0.1667,7,0.28,1,0.1429
Week 40,oodles of noodles fidget,14,31,562,24,0.0427,15,0.4839,2,0.1333,6,0.1935,2,0.3333,3,0.0968,1,0.3333
Week 40,fidget,16,38021,936077,931,0.001,9800,0.2578,2,0.0002,2322,0.0611,1,0.0004,390,0.0103,0,0
Week 40,stretchy strings fidget toys,17,251,6229,93,0.0149,91,0.3625,2,0.022,35,0.1394,1,0.0286,12,0.0478,1,0.0833
Week 40,b082d7wvt8,18,5,53,5,0.0943,4,0.8,4,1,1,0.2,1,1,1,0.2,1,1
Week 40,autism sensory,19,817,18451,112,0.0061,213,0.2607,1,0.0047,77,0.0942,1,0.013,10,0.0122,1,0.1
Week 40,bungee bands fidget toy,20,7,133,7,0.0526,6,0.8571,3,0.5,3,0.4286,1,0.3333,3,0.4286,1,0.3333
Week 40,adult chew toys,21,929,19855,74,0.0037,262,0.282,1,0.0038,69,0.0743,1,0.0145,26,0.028,1,0.0385
Week 40,bunmo fidget toys magnetic fidget rings,22,21,413,20,0.0484,15,0.7143,2,0.1333,6,0.2857,1,0.1667,3,0.1429,1,0.3333
Week 40,fidget toys autism,23,143,3611,42,0.0116,37,0.2587,1,0.027,9,0.0629,1,0.1111,2,0.014,1,0.5
Week 40,soft fidget toys,24,113,2759,40,0.0145,25,0.2212,1,0.04,5,0.0442,1,0.2,1,0.0088,1,1
Week 40,stretchy strings,25,123,3007,38,0.0126,47,0.3821,1,0.0213,19,0.1545,1,0.0526,6,0.0488,1,0.1667
Week 40,toddler fidget toys,26,1248,26090,26,0.001,427,0.3421,1,0.0023,141,0.113,1,0.0071,34,0.0272,1,0.0294
Week 40,fidget toys for hair pulling,27,29,561,14,0.025,12,0.4138,1,0.0833,1,0.0345,1,1,1,0.0345,1,1
Week 40,stretchy worms,28,42,1091,12,0.011,18,0.4286,1,0.0556,4,0.0952,1,0.25,1,0.0238,1,1
Week 40,sensory manipulative,29,20,562,11,0.0196,4,0.2,1,0.25,3,0.15,1,0.3333,2,0.1,1,0.5
Week 40,stretchy tubes,30,72,1433,10,0.007,32,0.4444,1,0.0313,11,0.1528,1,0.0909,6,0.0833,1,0.1667
Week 40,autistic kids toys non verbal,31,51,1229,5,0.0041,18,0.3529,1,0.0556,6,0.1176,1,0.1667,1,0.0196,1,1
Week 40,juguetes para ninos autistas,32,59,1336,5,0.0037,12,0.2034,1,0.0833,6,0.1017,1,0.1667,5,0.0847,1,0.2
Week 40,retractable ball,33,60,1257,5,0.004,22,0.3667,1,0.0455,9,0.15,1,0.1111,4,0.0667,1,0.25
Week 40,fidget toys kids autism gummy,34,7,133,4,0.0301,2,0.2857,1,0.5,2,0.2857,1,0.5,2,0.2857,1,0.5
Week 40,bunmo sensory toys calming textured silly stretchy,35,1,19,2,0.1053,1,1,1,1,1,1,1,1,1,1,1,1
Week 40,bunmo super sensors,36,1,29,2,0.069,1,1,1,1,1,1,1,1,1,1,1,1
Week 40,destress gadget,37,4,76,2,0.0263,2,0.5,1,0.5,1,0.25,1,1,1,0.25,1,1
Week 40,"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory toys",38,2,108,2,0.0185,2,1,1,0.5,2,1,1,0.5,1,0.5,1,1
Week 40,jelly tubes toy,39,3,57,2,0.0351,2,0.6667,1,0.5,1,0.3333,1,1,1,0.3333,1,1
Week 40,sensory items for autistic teens,40,8,275,2,0.0073,7,0.875,1,0.1429,2,0.25,1,0.5,2,0.25,1,0.5
Week 40,stuffed toys,41,1420,36372,2,0.0001,241,0.1697,1,0.0041,54,0.038,1,0.0185,15,0.0106,1,0.0667
Week 40,"expandable toy sphere 32""",42,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 40,juego sensoriales para niño,43,4,76,1,0.0132,3,0.75,1,0.3333,2,0.5,1,0.5,1,0.25,1,1
Week 40,mechanics tools flashcards,44,6,98,1,0.0102,4,0.6667,1,0.25,1,0.1667,1,1,1,0.1667,1,1
Week 40,toys for party,45,116,2558,1,0.0004,36,0.3103,1,0.0278,5,0.0431,1,0.2,2,0.0172,1,0.5
Week 40,autism toys,46,8000,173596,897,0.0052,1994,0.2493,1,0.0005,603,0.0754,0,0,85,0.0106,0,0
Week 40,teeter popper,47,1933,45911,557,0.0121,961,0.4972,1,0.001,371,0.1919,1,0.0027,46,0.0238,0,0
Week 40,special needs toys for children,48,2815,53817,367,0.0068,553,0.1964,3,0.0054,165,0.0586,1,0.0061,24,0.0085,0,0
Week 40,figit,49,1226,31205,76,0.0024,289,0.2357,2,0.0069,69,0.0563,2,0.029,14,0.0114,0,0
Week 40,autism fidgets,50,87,2143,40,0.0187,21,0.2414,2,0.0952,10,0.1149,2,0.2,4,0.046,0,0
Week 40,play therapy toys,51,585,14178,25,0.0018,199,0.3402,2,0.0101,65,0.1111,2,0.0308,4,0.0068,0,0
Week 40,fidget toys and textured sensory toys by bunmo,52,4,115,8,0.0696,3,0.75,2,0.6667,3,0.75,2,0.6667,1,0.25,0,0
Week 40,super sensory textured stretchy strings,53,3,144,3,0.0208,2,0.6667,2,1,2,0.6667,2,1,0,0,0,-
Week 40,anxiety toys,54,3700,80720,547,0.0068,857,0.2316,1,0.0012,188,0.0508,0,0,26,0.007,0,0
Week 40,sensory toy,55,1958,45397,278,0.0061,448,0.2288,1,0.0022,130,0.0664,1,0.0077,21,0.0107,0,0
Week 40,digit dots,56,482,12065,263,0.0218,156,0.3237,1,0.0064,26,0.0539,1,0.0385,1,0.0021,0,0
Week 40,sensory items,57,1122,33664,260,0.0077,335,0.2986,1,0.003,97,0.0865,1,0.0103,13,0.0116,0,0
Week 40,occupational therapy toys,58,4006,93442,258,0.0028,1190,0.2971,1,0.0008,445,0.1111,1,0.0022,38,0.0095,0,0
Week 40,fidget toy,59,16662,480055,475,0.001,4225,0.2536,1,0.0002,924,0.0555,0,0,175,0.0105,0,0
Week 40,toys for kids with autism,60,1315,28526,208,0.0073,360,0.2738,1,0.0028,111,0.0844,1,0.009,17,0.0129,0,0
Week 40,kids sensory toys,61,1526,32983,169,0.0051,375,0.2457,2,0.0053,91,0.0596,1,0.011,15,0.0098,0,0
Week 40,stim toy,62,1700,39032,196,0.005,416,0.2447,1,0.0024,105,0.0618,1,0.0095,14,0.0082,0,0
Week 40,vibrator adult sensory toys,63,1873,36203,489,0.0135,248,0.1324,0,0,25,0.0133,0,0,5,0.0027,0,0
Week 40,stress toy,64,1939,47670,164,0.0034,528,0.2723,1,0.0019,131,0.0676,1,0.0076,24,0.0124,0,0
Week 40,sensory toys for special needs,65,206,4642,81,0.0174,61,0.2961,3,0.0492,8,0.0388,1,0.125,3,0.0146,0,0
Week 40,stimming toys for autism kids,66,271,5661,135,0.0238,65,0.2399,1,0.0154,20,0.0738,1,0.05,2,0.0074,0,0
Week 40,fidgets for autism,67,129,3528,81,0.023,58,0.4496,2,0.0345,14,0.1085,1,0.0714,4,0.031,0,0
Week 40,sensory toys for kids 5-7,68,5446,120044,330,0.0027,1480,0.2718,2,0.0014,499,0.0916,0,0,53,0.0097,0,0
Week 40,mini things,69,6494,149324,382,0.0026,1677,0.2582,0,0,439,0.0676,0,0,18,0.0028,0,0
Week 40,special needs toys,70,1643,29500,270,0.0092,281,0.171,3,0.0107,91,0.0554,0,0,9,0.0055,0,0
Week 40,oral sensory toys for autistic children,71,134,2796,44,0.0157,46,0.3433,2,0.0435,11,0.0821,1,0.0909,5,0.0373,0,0
Week 40,occupational therapy tools for kids,72,610,13936,75,0.0054,182,0.2984,1,0.0055,63,0.1033,1,0.0159,6,0.0098,0,0
Week 40,stretchy toys,73,2502,59060,256,0.0043,716,0.2862,3,0.0042,180,0.0719,0,0,43,0.0172,0,0
Week 40,autism equipment,74,2903,66539,318,0.0048,558,0.1922,1,0.0018,114,0.0393,0,0,17,0.0059,0,0
Week 40,textured fidget toys,75,99,2234,54,0.0242,23,0.2323,1,0.0435,10,0.101,1,0.1,1,0.0101,0,0
Week 40,squishy,76,13758,330429,10,0,3541,0.2574,2,0.0006,1011,0.0735,1,0.001,140,0.0102,0,0
Week 40,toobaloo,77,120,3490,46,0.0132,50,0.4167,1,0.02,23,0.1917,1,0.0435,7,0.0583,0,0
Week 40,toy gusanos de silicon,78,4,73,3,0.0411,5,1.25,2,0.4,1,0.25,1,1,0,0,0,-
Week 40,toys for handicapped children,79,95,2111,33,0.0156,28,0.2947,1,0.0357,10,0.1053,1,0.1,1,0.0105,0,0
Week 40,stretchy fidget,80,94,2533,32,0.0126,26,0.2766,1,0.0385,6,0.0638,1,0.1667,2,0.0213,0,0
Week 40,stress putty for adults anxiety,81,264,5897,28,0.0047,99,0.375,1,0.0101,33,0.125,1,0.0303,4,0.0152,0,0
Week 40,fidget tools,82,239,8630,24,0.0028,69,0.2887,1,0.0145,20,0.0837,1,0.05,3,0.0126,0,0
Week 40,juegos sensoriales para niños,83,251,6383,20,0.0031,107,0.4263,1,0.0093,38,0.1514,1,0.0263,1,0.004,0,0
Week 40,autism+equipment,84,197,3712,19,0.0051,39,0.198,1,0.0256,8,0.0406,1,0.125,1,0.0051,0,0
Week 40,keep kids busy in car,85,31,587,17,0.029,10,0.3226,1,0.1,3,0.0968,1,0.3333,0,0,0,-
Week 40,autistic toys,86,1226,27773,16,0.0006,298,0.2431,1,0.0034,97,0.0791,1,0.0103,17,0.0139,0,0
Week 40,sensory discs,87,113,2857,14,0.0049,43,0.3805,1,0.0233,11,0.0973,1,0.0909,2,0.0177,0,0
Week 40,squishy toys,88,41448,960734,13,0,13095,0.3159,1,0.0001,4152,0.1002,1,0.0002,1103,0.0266,0,0
Week 40,sensory chair for autistic adults,89,17,1020,12,0.0118,13,0.7647,1,0.0769,3,0.1765,1,0.3333,0,0,0,-
Week 40,toys for down syndrome children,90,118,3933,12,0.0031,20,0.1695,1,0.05,5,0.0424,1,0.2,1,0.0085,0,0
Week 40,spin again toy,91,96,2113,11,0.0052,42,0.4375,1,0.0238,24,0.25,1,0.0417,3,0.0313,0,0
Week 40,ocean slime party favors,92,23,473,8,0.0169,20,0.8696,1,0.05,9,0.3913,1,0.1111,1,0.0435,0,0
Week 40,stretch rope toy kids,93,9,171,8,0.0468,7,0.7778,1,0.1429,2,0.2222,1,0.5,0,0,0,-
Week 40,calming toys for classroom,94,63,2249,7,0.0031,31,0.4921,1,0.0323,13,0.2063,1,0.0769,1,0.0159,0,0
Week 40,sensory toys for teenagers,95,56,1065,7,0.0066,13,0.2321,1,0.0769,5,0.0893,1,0.2,0,0,0,-
Week 40,disabled baby products,96,10,189,6,0.0317,8,0.8,1,0.125,5,0.5,1,0.2,0,0,0,-
Week 40,sensory store,97,20,631,6,0.0095,8,0.4,1,0.125,6,0.3,1,0.1667,0,0,0,-
Week 40,sensory toys for autistic babies,98,27,554,6,0.0108,12,0.4444,1,0.0833,6,0.2222,1,0.1667,3,0.1111,0,0
Week 40,sensory toys for non verbal autistic children,99,45,896,6,0.0067,5,0.1111,1,0.2,2,0.0444,1,0.5,0,0,0,-
Week 40,speks,100,9971,198945,262,0.0013,2087,0.2093,1,0.0005,384,0.0385,0,0,43,0.0043,0,0
Week 39,fidget toys,1,221249,5363136,4950,0.0009,65695,0.2969,27,0.0004,17232,0.0779,5,0.0003,3458,0.0156,0,0
Week 39,autism sensory toys,2,17315,382142,2478,0.0065,4708,0.2719,8,0.0017,1516,0.0876,3,0.002,251,0.0145,1,0.004
Week 39,fidget toys and textured sensory toys by bunmo,3,6,219,11,0.0502,4,0.6667,4,1,4,0.6667,4,1,2,0.3333,2,1
Week 39,toys for autistic children age 5-7,4,2200,47609,314,0.0066,728,0.3309,5,0.0069,227,0.1032,4,0.0176,45,0.0205,1,0.0222
Week 39,sensory toys for autistic children,5,31295,719671,1421,0.002,9859,0.315,7,0.0007,3210,0.1026,2,0.0006,517,0.0165,0,0
Week 39,fidget toys and textured sensory toys,6,4,228,4,0.0175,3,0.75,2,0.6667,2,0.5,2,1,2,0.5,2,1
Week 39,autism toys,7,7667,169520,632,0.0037,2037,0.2657,3,0.0015,578,0.0754,2,0.0035,76,0.0099,1,0.0132
Week 39,z vibe,8,687,18060,275,0.0152,248,0.361,4,0.0161,71,0.1033,3,0.0423,22,0.032,1,0.0455
Week 39,occupational therapy toys,9,4048,95696,251,0.0026,1235,0.3051,3,0.0024,457,0.1129,3,0.0066,59,0.0146,1,0.0169
Week 39,fidget,10,41440,1027843,684,0.0007,10621,0.2563,8,0.0008,2592,0.0625,3,0.0012,457,0.011,0,0
Week 39,autistic toys for boys 5-7,11,1354,29218,457,0.0156,407,0.3006,7,0.0172,99,0.0731,3,0.0303,17,0.0126,0,0
Week 39,sensory toys,12,57952,1347757,996,0.0007,15919,0.2747,6,0.0004,5127,0.0885,1,0.0002,847,0.0146,0,0
Week 39,sensory chew toys for autistic children,13,1365,30008,71,0.0024,444,0.3253,4,0.009,183,0.1341,2,0.0109,61,0.0447,1,0.0164
Week 39,bunmo sensory toys - calming textured silly stretchy strings,14,44,1195,49,0.041,23,0.5227,3,0.1304,21,0.4773,2,0.0952,11,0.25,1,0.0909
Week 39,bunmo,16,165,4652,195,0.0419,80,0.4848,4,0.05,27,0.1636,1,0.037,8,0.0485,1,0.125
Week 39,sensory items,17,986,31995,250,0.0078,244,0.2475,1,0.0041,72,0.073,1,0.0139,9,0.0091,1,0.1111
Week 39,calm corner items,18,477,12487,97,0.0078,210,0.4403,3,0.0143,82,0.1719,1,0.0122,16,0.0335,1,0.0625
Week 39,sensory processing disorder toys,19,246,5363,52,0.0097,80,0.3252,2,0.025,23,0.0935,1,0.0435,6,0.0244,1,0.1667
Week 39,autism sensory products,20,5662,120810,733,0.0061,1541,0.2722,2,0.0013,416,0.0735,1,0.0024,31,0.0055,0,0
Week 39,toys for autistic children,21,489,11745,60,0.0051,145,0.2965,1,0.0069,46,0.0941,1,0.0217,8,0.0164,1,0.125
Week 39,stretchy fidget,22,111,3056,55,0.018,35,0.3153,1,0.0286,13,0.1171,1,0.0769,5,0.045,1,0.2
Week 39,chew toys for kids sensory,23,797,17886,40,0.0022,217,0.2723,1,0.0046,97,0.1217,1,0.0103,25,0.0314,1,0.04
Week 39,toy kids with autism,24,16,304,3,0.0099,5,0.3125,2,0.4,1,0.0625,1,1,1,0.0625,1,1
Week 39,"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory toys",25,2,108,2,0.0185,2,1,2,1,1,0.5,1,1,1,0.5,1,1
Week 39,toys that make noise,26,103,2129,23,0.0108,15,0.1456,1,0.0667,6,0.0583,1,0.1667,2,0.0194,1,0.5
Week 39,sensory games for autistic teens,27,51,1395,16,0.0115,24,0.4706,1,0.0417,4,0.0784,1,0.25,1,0.0196,1,1
Week 39,autism stem toys,28,75,2619,11,0.0042,4,0.0533,1,0.25,2,0.0267,1,0.5,2,0.0267,1,0.5
Week 39,meeting toys for adults,29,13,372,5,0.0134,7,0.5385,1,0.1429,2,0.1538,1,0.5,2,0.1538,1,0.5
Week 39,autism sensory toys teenagers,30,6,196,4,0.0204,1,0.1667,1,1,1,0.1667,1,1,1,0.1667,1,1
Week 39,bunmo sensory toys calming,31,2,87,4,0.046,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1
Week 39,toys for kids with autism spectrum,32,55,1088,4,0.0037,24,0.4364,1,0.0417,8,0.1455,1,0.125,2,0.0364,1,0.5
Week 39,soft fidgets for emotional regulation,33,3,180,3,0.0167,11,3.6667,1,0.0909,7,2.3333,1,0.1429,7,2.3333,1,0.1429
Week 39,bunmo store,34,2,115,2,0.0174,2,1,1,0.5,2,1,1,0.5,2,1,1,0.5
Week 39,autism bite toys,35,9,170,1,0.0059,2,0.2222,1,0.5,1,0.1111,1,1,1,0.1111,1,1
Week 39,baby sensory worms,36,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 39,"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory",37,1,56,1,0.0179,1,1,1,1,1,1,1,1,1,1,1,1
Week 39,soothing sensory for chewing adhd,38,1,19,1,0.0526,1,1,1,1,1,1,1,1,1,1,1,1
Week 39,silicone toys for kids,39,64,1564,28,0.0179,20,0.3125,3,0.15,11,0.1719,2,0.1818,0,0,0,-
Week 39,fidget noodles,40,400,9829,54,0.0055,158,0.395,2,0.0127,58,0.145,2,0.0345,13,0.0325,0,0
Week 39,anxiety toys,41,3783,87151,569,0.0065,937,0.2477,1,0.0011,194,0.0513,0,0,16,0.0042,0,0
Week 39,special needs toys,42,1088,19536,247,0.0126,180,0.1654,2,0.0111,58,0.0533,1,0.0172,5,0.0046,0,0
Week 39,sensory noodles,43,275,6638,166,0.025,110,0.4,1,0.0091,43,0.1564,1,0.0233,13,0.0473,0,0
Week 39,mini things,44,6559,149350,418,0.0028,1717,0.2618,1,0.0006,496,0.0756,0,0,9,0.0014,0,0
Week 39,teeter popper,45,1476,35252,116,0.0033,785,0.5318,2,0.0025,310,0.21,1,0.0032,45,0.0305,0,0
Week 39,tactile sensory toys,46,901,22775,142,0.0062,299,0.3319,1,0.0033,87,0.0966,1,0.0115,9,0.01,0,0
Week 39,stretchy strings fidget toys,47,347,8504,101,0.0119,160,0.4611,2,0.0125,60,0.1729,1,0.0167,21,0.0605,0,0
Week 39,incentives for elementary students,48,751,18333,68,0.0037,282,0.3755,2,0.0071,110,0.1465,1,0.0091,22,0.0293,0,0
Week 39,autism fidgets,49,141,3635,80,0.022,33,0.234,1,0.0303,14,0.0993,1,0.0714,5,0.0355,0,0
Week 39,squishy sensory toys,50,236,5972,80,0.0134,80,0.339,1,0.0125,17,0.072,1,0.0588,1,0.0042,0,0
Week 39,stress toy,51,1989,50960,75,0.0015,557,0.28,1,0.0018,85,0.0427,1,0.0118,17,0.0085,0,0
Week 39,fidgetland,52,1834,40591,73,0.0018,839,0.4575,1,0.0012,99,0.054,1,0.0101,18,0.0098,0,0
Week 39,sensory worms,53,46,1338,32,0.0239,16,0.3478,2,0.125,3,0.0652,1,0.3333,2,0.0435,0,0
Week 39,autism equipment,54,1052,23106,60,0.0026,200,0.1901,1,0.005,44,0.0418,1,0.0227,9,0.0086,0,0
Week 39,bunmo stretchy strings,55,14,312,23,0.0737,9,0.6429,2,0.2222,6,0.4286,1,0.1667,4,0.2857,0,0
Week 39,fidget toy,56,19118,517990,346,0.0007,5390,0.2819,0,0,1075,0.0562,0,0,235,0.0123,0,0
Week 39,texture sensory noodles,57,19,360,15,0.0417,9,0.4737,2,0.2222,4,0.2105,1,0.25,0,0,0,-
Week 39,chewy sensory toys,58,330,7476,48,0.0064,65,0.197,1,0.0154,18,0.0545,1,0.0556,8,0.0242,0,0
Week 39,cerebral palsy equipment for kids,59,385,8092,47,0.0058,65,0.1688,1,0.0154,15,0.039,1,0.0667,0,0,0,-
Week 39,fidget chew toys for sensory kids,60,149,3361,47,0.014,60,0.4027,1,0.0167,20,0.1342,1,0.05,2,0.0134,0,0
Week 39,adult chew toys,61,755,15900,42,0.0026,225,0.298,1,0.0044,62,0.0821,1,0.0161,13,0.0172,0,0
Week 39,fidget toys bunmo,62,2,120,4,0.0333,2,1,2,1,1,0.5,1,1,0,0,0,-
Week 39,sensory furniture,63,444,12667,41,0.0032,117,0.2635,1,0.0085,24,0.0541,1,0.0417,1,0.0023,0,0
Week 39,bumpy fidget toys,64,2,120,3,0.025,2,1,2,1,1,0.5,1,1,0,0,0,-
Week 39,fall sensory toys,65,124,2799,37,0.0132,40,0.3226,1,0.025,20,0.1613,1,0.05,6,0.0484,0,0
Week 39,bubble tubes sensory room,66,300,7170,33,0.0046,113,0.3767,1,0.0088,17,0.0567,1,0.0588,2,0.0067,0,0
Week 39,special needs toys for children,67,2659,47829,321,0.0067,487,0.1832,0,0,174,0.0654,0,0,19,0.0071,0,0
Week 39,sensory processing disorder tools,68,522,11294,27,0.0024,165,0.3161,1,0.0061,46,0.0881,1,0.0217,5,0.0096,0,0
Week 39,sensory toys for kids 5-7,69,4582,102667,283,0.0028,1237,0.27,1,0.0008,415,0.0906,0,0,82,0.0179,0,0
Week 39,sensory chewy,70,177,4142,25,0.006,61,0.3446,1,0.0164,20,0.113,1,0.05,6,0.0339,0,0
Week 39,autismo juguetes sensoriales,71,244,4792,24,0.005,66,0.2705,1,0.0152,26,0.1066,1,0.0385,2,0.0082,0,0
Week 39,ot sensory toys for kids,72,52,1166,24,0.0206,9,0.1731,1,0.1111,3,0.0577,1,0.3333,0,0,0,-
Week 39,sensory tools for kids,73,235,6027,22,0.0037,52,0.2213,1,0.0192,12,0.0511,1,0.0833,1,0.0043,0,0
Week 39,bendy fidget,74,54,1383,18,0.013,22,0.4074,1,0.0455,3,0.0556,1,0.3333,0,0,0,-
Week 39,juguetes para la ansiedad,75,118,2343,16,0.0068,53,0.4492,1,0.0189,9,0.0763,1,0.1111,1,0.0085,0,0
Week 39,sensory+toys+for+special+needs,76,28,573,13,0.0227,5,0.1786,1,0.2,3,0.1071,1,0.3333,0,0,0,-
Week 39,tactile sensory wall panels,77,16,304,13,0.0428,10,0.625,1,0.1,9,0.5625,1,0.1111,0,0,0,-
Week 39,sensory things for autistic teens,78,19,363,11,0.0303,11,0.5789,1,0.0909,2,0.1053,1,0.5,0,0,0,-
Week 39,sensory stretch,79,13,372,10,0.0269,4,0.3077,1,0.25,2,0.1538,1,0.5,0,0,0,-
Week 39,soothing toys for autistic children,80,50,1041,10,0.0096,24,0.48,1,0.0417,6,0.12,1,0.1667,0,0,0,-
Week 39,cosas para niños con autismo,81,79,1477,8,0.0054,39,0.4937,1,0.0256,8,0.1013,1,0.125,1,0.0127,0,0
Week 39,less distracting student fidgets,82,9,167,8,0.0479,8,0.8889,1,0.125,3,0.3333,1,0.3333,0,0,0,-
Week 39,stretch stress toy,83,18,683,8,0.0117,6,0.3333,1,0.1667,3,0.1667,1,0.3333,1,0.0556,0,0
Week 39,down syndrome decorations,84,32,624,7,0.0112,10,0.3125,1,0.1,1,0.0313,1,1,0,0,0,-
Week 39,adaptive toys for special needs,85,16,308,6,0.0195,2,0.125,1,0.5,1,0.0625,1,1,0,0,0,-
Week 39,autism adult sensory toys,86,10,190,6,0.0316,4,0.4,1,0.25,4,0.4,1,0.25,0,0,0,-
Week 39,sensa rocker autism,87,39,716,6,0.0084,3,0.0769,1,0.3333,2,0.0513,1,0.5,0,0,0,-
Week 39,silicone worms toys,88,10,196,6,0.0306,4,0.4,1,0.25,1,0.1,1,1,0,0,0,-
Week 39,squishy sensory toys for toddlers 1-3,89,9,151,5,0.0331,3,0.3333,1,0.3333,1,0.1111,1,1,0,0,0,-
Week 39,bunmo sensory toys calming texture,90,2,76,4,0.0526,1,0.5,1,1,1,0.5,1,1,0,0,0,-
Week 39,chew gummy for sensory kids,91,16,304,4,0.0132,3,0.1875,1,0.3333,3,0.1875,1,0.3333,0,0,0,-
Week 39,crazy bungee bande,92,4,72,4,0.0556,3,0.75,1,0.3333,2,0.5,1,0.5,0,0,0,-
Week 39,textured silly stretchy strings,93,5,177,4,0.0226,2,0.4,1,0.5,2,0.4,1,0.5,0,0,0,-
Week 39,ggggv,94,8,152,3,0.0197,4,0.5,1,0.25,2,0.25,1,0.5,0,0,0,-
Week 39,resources for students with autism,95,6,360,3,0.0083,4,0.6667,1,0.25,4,0.6667,1,0.25,0,0,0,-
Week 39,sensory toys latge,96,3,57,3,0.0526,2,0.6667,1,0.5,2,0.6667,1,0.5,0,0,0,-
Week 39,wiggle worms fidgets,97,6,195,3,0.0154,3,0.5,1,0.3333,3,0.5,1,0.3333,0,0,0,-
Week 39,gusanos sensoriales,98,9,418,2,0.0048,2,0.2222,1,0.5,2,0.2222,1,0.5,0,0,0,-
Week 39,oriental trading company,99,3095,84837,2,0,494,0.1596,1,0.002,127,0.041,1,0.0079,23,0.0074,0,0
Week 39,sensory corner items for classroom,100,15,285,2,0.007,6,0.4,1,0.1667,3,0.2,1,0.3333,0,0,0,-
Week 38,autism sensory toys,1,4061,363781,2358,0.0065,4605,0.2825,13,0.0028,1436,0.0881,7,0.0049,246,0.0151,2,0.0081
Week 38,fidget toys and textured sensory toys by bunmo,2,8,330,13,0.0394,6,0.6667,6,1,6,0.6667,6,1,4,0.4444,4,1
Week 38,sensory toys for autistic children,3,7320,728788,1357,0.0019,10170,0.3184,6,0.0006,3402,0.1065,3,0.0009,577,0.0181,1,0.0017
Week 38,b082d7wvt8,4,4,37,4,0.1081,4,1,4,1,2,0.5,2,1,2,0.5,2,1
Week 38,autistic toys for boys 5-7,5,276,24522,435,0.0177,336,0.28,8,0.0238,100,0.0833,4,0.04,20,0.0167,0,0
Week 38,autism toys,6,1682,168278,564,0.0034,1848,0.2502,5,0.0027,570,0.0772,3,0.0053,84,0.0114,0,0
Week 38,bunmo,7,91,5009,188,0.0375,62,0.3669,3,0.0484,20,0.1183,2,0.1,9,0.0533,1,0.1111
Week 38,tactile sensory toys,8,255,21628,40,0.0018,274,0.3383,2,0.0073,97,0.1198,2,0.0206,22,0.0272,1,0.0455
Week 38,autism sensory,9,202,23686,182,0.0077,193,0.2019,4,0.0207,55,0.0575,1,0.0182,3,0.0031,1,0.3333
Week 38,bunmo sensory toys,10,96,4421,189,0.0428,82,0.4852,3,0.0366,47,0.2781,1,0.0213,19,0.1124,1,0.0526
Week 38,sensory noodles,11,115,6774,149,0.022,96,0.3345,3,0.0313,35,0.122,1,0.0286,13,0.0453,1,0.0769
Week 38,toys for kids with autism,12,263,27433,185,0.0067,305,0.2502,1,0.0033,90,0.0738,1,0.0111,15,0.0123,1,0.0667
Week 38,sensory toys for autistic children 5-7,13,56,4412,66,0.015,36,0.18,2,0.0556,11,0.055,1,0.0909,1,0.005,1,1
Week 38,stretchy toys,14,645,50423,355,0.007,645,0.3028,6,0.0093,145,0.0681,2,0.0138,34,0.016,0,0
Week 38,bunmo fidget toys,15,20,1163,37,0.0318,22,0.449,2,0.0909,4,0.0816,1,0.25,1,0.0204,1,1
Week 38,plush slinky,16,4,222,7,0.0315,4,0.4,2,0.5,2,0.2,1,0.5,1,0.1,1,1
Week 38,fidget toys for children,17,11,855,19,0.0222,12,0.3333,1,0.0833,1,0.0278,1,1,1,0.0278,1,1
Week 38,theraputty,18,1752,97133,18,0.0002,1630,0.4963,1,0.0006,534,0.1626,1,0.0019,200,0.0609,1,0.005
Week 38,apple fidget,19,22,1671,14,0.0084,25,0.4098,1,0.04,11,0.1803,1,0.0909,5,0.082,1,0.2
